Air_temperature_K,Process_temperature_K,Torque_Nm,Tool_wear_min,Power_kW,Temp_Diff,Tool_Wear_Strain,Temp_Speed_Ratio
302.4,310.2,45.1,168.0,6.380585151416382,7.800000000000011,7576.8,0.22960769800148037
299.1,310.5,36.6,62.0,5.871762333265466,11.399999999999977,2269.2000000000003,0.20267624020887728
300.6,309.6,30.0,147.0,5.422388920095983,9.0,4410.0,0.17937427578215528
301.7,311.2,37.9,75.0,6.306548284546781,9.5,2842.5,0.19584644430459408
296.8,307.5,54.8,43.0,7.729951556010756,10.699999999999989,2356.4,0.22828507795100222
300.7,311.8,47.3,19.0,7.360521203899621,11.100000000000023,898.6999999999999,0.2098250336473755
299.6,311.0,38.3,124.0,5.735396268148645,11.399999999999977,4749.2,0.21748251748251748
297.1,308.3,54.1,179.0,7.9484702690189515,11.199999999999989,9683.9,0.21974340698503209
300.7,310.6,45.9,146.0,7.306087875188422,9.900000000000034,6701.4,0.2043421052631579
298.9,308.2,63.6,30.0,9.137762055937415,9.300000000000011,1908.0,0.22463556851311953
298.7,309.8,53.3,212.0,7.55743623142663,11.100000000000023,11299.599999999999,0.22880354505169867
299.7,309.1,55.3,139.0,7.800480311083848,9.400000000000034,7686.7,0.22947290274684487
300.7,309.5,39.9,59.0,6.3009038897458325,8.800000000000011,2354.1,0.20523872679045094
303.0,312.8,32.1,104.0,5.539758821634098,9.800000000000011,3338.4,0.18980582524271844
300.4,311.7,24.2,179.0,4.642687511377044,11.300000000000011,4331.8,0.1701419213973799
302.0,311.1,48.8,159.0,7.18511561407419,9.100000000000023,7759.2,0.22126600284495024
298.3,308.1,58.4,90.0,8.109330284858261,9.800000000000011,5256.0,0.2323529411764706
298.9,310.3,44.1,118.0,6.724013588331305,11.400000000000034,5203.8,0.2131181318681319
298.0,308.5,26.7,203.0,4.758821719804746,10.5,5420.099999999999,0.18125734430082255
302.6,311.4,25.8,128.0,4.6956757074675926,8.799999999999955,3302.4,0.17917146144994245
297.1,308.2,50.8,49.0,7.16572151542603,11.099999999999966,2489.2,0.22880475129918337
303.8,312.7,29.3,178.0,5.105632604810036,8.899999999999977,5215.400000000001,0.18792067307692306
298.6,309.8,34.6,207.0,5.931347873928553,11.199999999999989,7162.200000000001,0.18924862553451435
301.6,311.1,21.5,102.0,4.29356231978361,9.5,2193.0,0.16313581541688518
302.3,311.2,36.7,78.0,5.784038594401728,8.899999999999977,2862.6000000000004,0.20677740863787375
298.2,309.0,47.6,76.0,7.028371084611084,10.800000000000011,3617.6,0.21914893617021278
296.8,307.9,28.4,118.0,5.082636146585759,11.099999999999966,3351.2,0.18016383850204798
297.2,308.3,28.0,43.0,5.207503982590441,11.100000000000023,1204.0,0.17359234234234236
300.2,310.2,31.5,23.0,5.277875658030852,10.0,724.5,0.193875
301.0,310.7,45.0,123.0,6.554933071715102,9.699999999999989,5535.0,0.2233644859813084
298.7,309.3,45.3,190.0,6.650814479502664,10.600000000000023,8607.0,0.22061340941512125
298.1,307.9,40.0,0.0,6.266430146360441,9.799999999999955,0.0,0.20581550802139037
301.5,310.3,41.6,28.0,6.164223665363653,8.800000000000011,1164.8,0.21929328621908128
301.1,311.1,29.1,170.0,5.214007079383372,10.0,4947.0,0.18182349503214496
296.8,307.8,32.8,142.0,5.7155204586269335,11.0,4657.599999999999,0.18497596153846155
298.2,308.4,49.9,72.0,7.718086807755699,10.199999999999989,3592.7999999999997,0.20880162491536897
297.4,309.0,37.0,147.0,5.889439027929665,11.600000000000023,5439.0,0.20328947368421052
298.9,308.9,39.5,30.0,6.150871896585895,10.0,1185.0,0.20773369199731
299.3,309.1,39.1,147.0,6.350635301452159,9.800000000000011,5747.7,0.19929078014184398
298.3,308.2,28.4,67.0,4.945830258497435,9.899999999999977,1902.8,0.18532772098616956
301.0,311.0,38.6,199.0,5.752025765261648,10.0,7681.400000000001,0.21855235418130708
301.5,311.1,49.6,129.0,7.448339190542969,9.600000000000023,6398.400000000001,0.21694560669456067
300.5,311.6,39.1,199.0,6.0435446195637565,11.100000000000023,7780.900000000001,0.21111111111111114
300.6,310.0,49.5,174.0,7.386669726753001,9.399999999999977,8613.0,0.21754385964912282
301.3,310.8,41.2,56.0,6.277530440403125,9.5,2307.2000000000003,0.21360824742268042
297.2,308.4,26.0,110.0,5.072415498486079,11.199999999999989,2860.0,0.1655394524959742
298.8,308.8,44.4,55.0,7.081275504897538,10.0,2442.0,0.20275771503611295
300.4,310.0,26.1,38.0,4.835005341654298,9.600000000000023,991.8000000000001,0.17524024872809496
301.6,311.1,44.4,106.0,6.546576435256553,9.5,4706.4,0.22095170454545457
298.7,309.6,50.4,32.0,7.515694937035933,10.900000000000034,1612.8,0.21741573033707867
301.5,310.7,38.5,224.0,5.785504670973403,9.199999999999989,8624.0,0.2165156794425087
298.0,308.1,36.6,190.0,5.948417194013057,10.100000000000023,6954.0,0.19851804123711342
302.2,311.6,37.7,79.0,6.285112150673789,9.400000000000034,2978.3,0.1957286432160804
300.6,310.4,47.3,118.0,7.400147159236901,9.799999999999955,5581.4,0.207764390896921
297.5,309.4,48.3,139.0,7.248062658876618,11.899999999999977,6713.7,0.215910676901605
297.3,308.7,40.2,112.0,6.2767136263131915,11.399999999999977,4502.400000000001,0.20704225352112676
300.1,311.5,17.0,123.0,3.9485630865418906,11.399999999999977,2091.0,0.14044183949504058
302.0,310.9,29.0,222.0,5.098909596531354,8.899999999999977,6438.0,0.18516974389517568
299.2,308.4,48.4,35.0,7.0603315538736044,9.199999999999989,1694.0,0.2213926776740847
302.1,310.7,47.8,213.0,6.82764425799772,8.599999999999966,10181.4,0.2277859237536657
300.0,309.2,32.4,4.0,5.547424307708856,9.199999999999989,129.6,0.1891131498470948
301.4,310.8,44.3,21.0,6.6385308522271265,9.400000000000034,930.3,0.21719077568134174
300.8,310.3,33.3,52.0,5.359776978509937,9.5,1731.6,0.2018867924528302
299.7,309.2,32.8,142.0,5.399518125577849,9.5,4657.599999999999,0.1966921119592875
296.8,307.9,25.2,116.0,4.86356241887543,11.099999999999966,2923.2,0.16706456863809005
298.0,307.7,36.8,186.0,5.961653771060182,9.699999999999989,6844.799999999999,0.1989010989010989
301.0,310.9,29.8,64.0,5.239569171608081,9.899999999999977,1907.2,0.18516974389517568
295.7,306.1,54.4,119.0,7.6507415332382465,10.400000000000034,6473.599999999999,0.22792256142963516
299.3,310.7,48.9,222.0,7.035973738832772,11.399999999999977,10855.8,0.22612809315866084
300.8,309.7,45.4,179.0,6.527622159579896,8.899999999999977,8126.599999999999,0.225564457392571
298.6,309.7,33.4,99.0,5.690659988761527,11.099999999999966,3306.6,0.1903503380454825
300.4,311.5,44.6,149.0,6.968387608878545,11.100000000000023,6645.400000000001,0.20878016085790885
300.4,310.5,14.5,12.0,3.6806899529458015,10.100000000000023,174.0,0.1280940594059406
301.3,310.5,47.7,70.0,6.818355615718608,9.199999999999989,3339.0,0.22747252747252747
300.0,309.6,28.7,94.0,5.091244110456594,9.600000000000023,2697.7999999999997,0.18276269185360094
301.4,310.3,16.6,169.0,3.829580500774934,8.900000000000034,2805.4,0.14085338175215614
302.4,310.9,39.6,86.0,6.091799482722897,8.5,3405.6,0.21164057181756296
297.3,308.6,29.4,141.0,4.876757108020507,11.300000000000011,4145.4,0.19482323232323234
304.2,313.6,43.7,151.0,6.516584697390283,9.400000000000034,6598.700000000001,0.22022471910112362
298.9,310.0,27.3,58.0,4.914361972083977,11.100000000000023,1583.4,0.18033740546829552
297.4,309.2,33.2,28.0,5.632247309355781,11.800000000000011,929.6000000000001,0.1908641975308642
302.1,311.2,46.8,0.0,7.12588612057851,9.099999999999966,0.0,0.21403026134800548
301.9,310.9,40.3,6.0,6.27122631114492,9.0,241.79999999999998,0.2092193808882907
297.2,308.5,41.5,125.0,6.736098248072114,11.300000000000011,5187.5,0.19903225806451613
298.0,308.9,51.4,68.0,7.207295258208535,10.899999999999977,3495.2,0.23069454817027632
300.2,311.6,21.0,19.0,4.3960306001681975,11.400000000000034,399.0,0.15587793896948476
296.9,308.0,31.1,11.0,5.034988658006314,11.100000000000023,342.1,0.19922380336351875
303.5,312.8,55.8,84.0,8.204080719290529,9.300000000000011,4687.2,0.2227920227920228
297.2,308.5,39.6,181.0,6.19547204029136,11.300000000000011,7167.6,0.20649263721552877
302.1,311.5,20.1,21.0,4.182370883797556,9.399999999999977,422.1,0.15676899849018622
300.6,310.8,51.2,119.0,7.3883557148104275,10.199999999999989,6092.8,0.22554426705370104
302.6,312.4,41.6,40.0,6.09016585454303,9.799999999999955,1664.0,0.2234620886981402
298.7,309.7,29.8,74.0,5.295740848254266,11.0,2205.2000000000003,0.1824985268120212
296.7,308.0,50.7,197.0,7.703782089206355,11.300000000000011,9987.900000000001,0.21226740179186768
300.5,311.9,44.8,20.0,6.427279690224237,11.399999999999977,896.0,0.2276642335766423
301.3,311.1,35.3,55.0,5.766707474929423,9.800000000000011,1941.4999999999998,0.19942307692307693
300.9,311.0,34.3,130.0,5.628487870146985,10.100000000000023,4459.0,0.198468410976388
303.7,312.7,53.9,123.0,7.873930747324777,9.0,6629.7,0.22415770609318997
301.0,310.9,37.3,21.0,5.8395400646151465,9.899999999999977,783.3,0.20795986622073578
303.6,312.7,17.6,37.0,4.00682915829047,9.099999999999966,651.2,0.143836246550138
297.5,309.1,38.5,176.0,6.208834281044627,11.600000000000023,6776.0,0.20071428571428573
297.6,308.4,38.3,93.0,6.292892828479178,10.799999999999955,3561.8999999999996,0.19655831739961757
302.3,311.7,18.2,91.0,4.135802008695842,9.399999999999977,1656.2,0.1436405529953917
298.0,308.5,25.3,124.0,4.538438995155423,10.5,3137.2000000000003,0.18009340338587274
302.7,312.4,46.3,251.0,7.161270925833445,9.699999999999989,11621.3,0.21150981719702097
297.1,308.0,38.8,229.0,6.334414211384123,10.899999999999977,8885.199999999999,0.19756254008980115
300.3,309.2,32.4,50.0,5.594925188631134,8.899999999999977,1620.0,0.18750758035172832
300.2,309.7,36.8,14.0,5.580138759208238,9.5,515.1999999999999,0.21388121546961325
298.3,309.4,45.4,96.0,6.446799452578542,11.099999999999966,4358.4,0.22817109144542772
301.8,310.7,30.8,74.0,5.150913426923776,8.899999999999977,2279.2000000000003,0.19455228553537882
299.0,310.2,35.3,102.0,5.604056751277568,11.199999999999989,3600.6,0.2046174142480211
302.2,311.3,37.1,10.0,5.86650540155846,9.100000000000023,371.0,0.206158940397351
299.2,308.4,51.2,56.0,7.1309964446283525,9.199999999999989,2867.2000000000003,0.2318796992481203
300.2,309.5,45.7,89.0,7.178539213452678,9.300000000000011,4067.3,0.20633333333333334
301.6,310.7,29.7,131.0,5.234427431631705,9.099999999999966,3890.7,0.18461081402257873
299.9,310.4,45.7,178.0,6.7908980959262335,10.5,8134.6,0.2187455954897815
298.6,309.0,46.0,4.0,7.07633273245589,10.399999999999977,184.0,0.21034717494894487
300.9,311.0,15.8,156.0,3.6979687125405456,10.100000000000023,2464.8,0.13914988814317675
301.9,310.8,58.2,79.0,8.532565647149879,8.900000000000034,4597.8,0.222
298.2,308.3,43.3,199.0,6.5657610943944755,10.100000000000023,8616.699999999999,0.21291436464088398
298.2,308.9,45.0,85.0,6.441835736185871,10.699999999999989,3825.0,0.22596927578639356
298.6,309.1,37.3,203.0,6.198896376283771,10.5,7571.9,0.19477000630119723
300.5,309.9,40.0,148.0,6.199409503083858,9.399999999999977,5920.0,0.2093918918918919
300.8,310.2,22.8,33.0,4.417079270947249,9.399999999999977,752.4,0.16767567567567568
298.1,308.6,42.4,14.0,6.917703247400628,10.5,593.6,0.19807445442875482
297.1,308.1,36.6,227.0,5.542146432050826,11.0,8308.2,0.21307053941908716
302.3,311.8,42.8,38.0,6.610958140704121,9.5,1626.3999999999999,0.2113898305084746
301.1,310.6,35.2,70.0,5.938364097521571,9.5,2464.0,0.19279950341402857
300.4,310.5,32.8,26.0,5.420126973385398,10.100000000000023,852.8,0.1967680608365019
297.3,308.5,27.7,138.0,4.9602606407529235,11.199999999999989,3822.6,0.18040935672514619
302.5,310.5,41.2,154.0,6.557969944613574,8.0,6344.8,0.2042763157894737
302.2,310.7,33.0,166.0,5.532658822236985,8.5,5478.0,0.19406620861961274
297.2,308.6,31.3,192.0,5.3623635564613945,11.400000000000034,6009.6,0.18863080684596578
297.1,307.8,30.3,90.0,5.191042037085631,10.699999999999989,2727.0,0.18814180929095356
296.2,307.2,34.8,8.0,5.655872086110775,11.0,278.4,0.1979381443298969
300.3,311.4,52.7,13.0,7.2736875829544,11.099999999999966,685.1,0.23626707132018207
299.8,309.2,42.6,210.0,6.245486195336509,9.399999999999977,8946.0,0.22085714285714284
298.6,309.5,50.4,82.0,7.494583434403809,10.899999999999977,4132.8,0.21795774647887323
301.9,310.8,21.7,62.0,4.331230015700152,8.900000000000034,1345.3999999999999,0.16306400839454355
302.1,310.8,35.3,6.0,5.785190511708044,8.699999999999989,211.79999999999998,0.19859424920127797
302.4,311.1,20.9,77.0,4.169364690211693,8.700000000000045,1609.3,0.16330708661417323
298.6,309.8,44.9,115.0,6.672020229914395,11.199999999999989,5163.5,0.21832276250880903
296.9,307.8,52.1,100.0,7.010830525628543,10.900000000000034,5210.0,0.2395330739299611
298.3,308.5,31.6,144.0,5.506416051603998,10.199999999999989,4550.400000000001,0.1853966346153846
296.8,307.9,56.5,5.0,7.910582661616658,11.099999999999966,282.5,0.23029169783096484
302.2,311.2,28.2,122.0,4.996640283681494,9.0,3440.4,0.18392434988179668
298.7,309.9,47.1,64.0,6.924949854454909,11.199999999999989,3014.4,0.22072649572649572
298.2,307.6,31.0,209.0,4.905178049559983,9.400000000000034,6479.0,0.20357379219060226
300.5,309.7,42.8,196.0,7.081568720211871,9.199999999999989,8388.8,0.1960126582278481
302.8,310.6,43.2,203.0,6.351546363321701,7.800000000000011,8769.6,0.22122507122507123
302.0,310.8,35.2,4.0,5.930991826761147,8.800000000000011,140.8,0.19316345556246117
299.2,308.5,44.7,195.0,6.82017773945769,9.300000000000011,8716.5,0.21173644474948525
299.2,308.5,28.9,150.0,5.271990407793127,9.300000000000011,4335.0,0.17709529276693456
302.9,311.0,48.7,130.0,7.491682697186997,8.100000000000023,6331.0,0.21170864533696393
297.8,308.5,40.0,192.0,6.065368216530694,10.699999999999989,7680.0,0.2130524861878453
297.2,308.6,53.0,39.0,7.409446273491526,11.400000000000034,2067.0,0.2311610486891386
297.5,308.6,38.7,7.0,6.22487734752896,11.100000000000023,270.90000000000003,0.20091145833333335
303.6,312.5,33.7,14.0,5.671192586284783,8.899999999999977,471.80000000000007,0.19446172993154948
296.8,307.9,30.8,48.0,5.476675641150013,11.099999999999966,1478.4,0.18133097762073025
301.2,309.8,27.0,151.0,4.832083660486461,8.600000000000023,4077.0,0.181275599765945
300.8,312.4,44.5,129.0,6.360939725355934,11.599999999999966,5740.5,0.22886446886446885
299.7,309.6,36.8,174.0,5.984775892990603,9.900000000000034,6403.2,0.19935608499678045
298.1,307.4,56.2,190.0,7.856809067362713,9.299999999999955,10678.0,0.23026217228464418
297.2,307.9,37.1,164.0,5.983058489006642,10.699999999999989,6084.400000000001,0.1999350649350649
300.3,310.4,49.7,37.0,6.729511375475087,10.099999999999966,1838.9,0.24006187161639597
298.3,309.0,38.4,10.0,5.911220736994554,10.699999999999989,384.0,0.21020408163265306
300.1,309.4,47.6,28.0,7.242711479390005,9.299999999999955,1332.8,0.21293874741913282
299.9,309.1,56.8,10.0,8.000170412121527,9.200000000000045,568.0,0.22981412639405205
301.3,311.0,36.9,206.0,5.94694064546587,9.699999999999989,7601.4,0.20207927225471084
299.4,308.6,40.5,181.0,6.327795922860561,9.200000000000045,7330.5,0.20683646112600537
298.4,309.3,47.6,24.0,6.953601179455648,10.900000000000034,1142.4,0.2217204301075269
302.3,311.5,47.3,2.0,6.87015000660079,9.199999999999989,94.6,0.22458543619322277
300.9,310.9,43.2,62.0,6.7722684514904445,10.0,2678.4,0.20768203072812289
298.8,308.5,29.0,31.0,5.272011351744151,9.699999999999989,899.0,0.1777073732718894
297.8,307.6,30.3,62.0,5.099024788261986,9.800000000000011,1878.6000000000001,0.19141257000622278
300.0,309.5,22.4,79.0,4.407612605084432,9.5,1769.6,0.1647152740819585
297.5,308.9,24.0,195.0,4.368070425551248,11.399999999999977,4680.0,0.17773302646720368
297.6,308.8,44.4,181.0,6.439636621328357,11.199999999999989,8036.4,0.22296028880866428
302.2,311.1,33.7,158.0,5.350048513259322,8.900000000000034,5324.6,0.20521108179419525
303.8,313.0,32.9,207.0,5.626142147632304,9.199999999999989,6810.299999999999,0.19167176974892836
300.6,310.7,53.7,80.0,7.855960837346244,10.099999999999966,4296.0,0.22240515390121687
297.3,308.3,60.6,119.0,8.046749759198752,11.0,7211.400000000001,0.24313880126182966
297.6,308.6,45.3,15.0,7.253277702681578,11.0,679.5,0.20183126226291695
300.2,311.0,14.7,144.0,3.648331548613826,10.800000000000011,2116.7999999999997,0.13122362869198312
302.4,310.1,31.6,93.0,5.443542310630154,7.7000000000000455,2938.8,0.18851063829787235
303.7,312.4,31.2,144.0,5.5608703242662205,8.699999999999989,4492.8,0.1835487661574618
299.8,309.3,31.1,211.0,5.341126390123128,9.5,6562.1,0.18859756097560976
299.7,311.1,36.4,135.0,5.999771761923738,11.400000000000034,4914.0,0.19764930114358323
297.5,309.4,34.6,142.0,5.978450819781376,11.899999999999977,4913.2,0.1875151515151515
301.5,310.0,44.6,49.0,6.6181000280032825,8.5,2185.4,0.21877205363443897
298.1,308.1,43.7,80.0,6.663024802949616,10.0,3496.0,0.21160714285714288
299.5,310.1,35.2,50.0,5.842524577636058,10.600000000000023,1760.0000000000002,0.1956466876971609
301.0,310.6,37.8,206.0,5.909901268080046,9.600000000000023,7786.799999999999,0.20803750837240456
301.7,310.7,29.9,73.0,5.194529204931115,9.0,2182.7,0.1872814948764316
297.3,308.4,46.7,65.0,7.184016056645436,11.099999999999966,3035.5,0.20993873383253914
302.2,310.1,45.4,9.0,6.755827449936659,7.900000000000034,408.59999999999997,0.2182266009852217
303.6,312.8,33.1,16.0,5.854452157744188,9.199999999999989,529.6,0.18519834221432802
298.5,309.6,33.5,91.0,5.5393085266870825,11.100000000000023,3048.5,0.19607346421785943
300.6,310.2,51.0,8.0,7.039052499633289,9.599999999999966,408.0,0.2353566009104704
302.1,310.6,38.9,2.0,6.179648885292779,8.5,77.8,0.2047462096242584
297.1,308.2,15.7,181.0,3.727175052243418,11.099999999999966,2841.7,0.13595059550066166
299.4,308.6,56.4,175.0,8.357264777079566,9.200000000000045,9870.0,0.21809187279151945
301.0,310.7,57.2,174.0,7.786960990697901,9.699999999999989,9952.800000000001,0.239
297.9,308.5,44.6,184.0,6.45930299133983,10.600000000000023,8206.4,0.22306579898770787
301.9,310.8,47.7,92.0,7.12805381950949,8.900000000000034,4388.400000000001,0.21779957953749124
299.4,309.3,46.6,185.0,6.787997358709418,9.900000000000034,8621.0,0.22235801581595974
299.3,310.4,45.5,27.0,7.194770775496224,11.099999999999966,1228.5,0.20556291390728476
300.0,311.5,41.6,81.0,6.294913919752988,11.5,3369.6,0.21557093425605536
298.2,309.1,36.3,166.0,5.9604809098028415,10.900000000000034,6025.799999999999,0.19713010204081635
300.9,311.9,16.5,43.0,3.697654553275186,11.0,709.5,0.14574766355140187
299.6,310.9,40.9,137.0,6.304631913028092,11.299999999999955,5603.3,0.21120923913043477
298.5,309.6,39.4,84.0,6.197189444275321,11.100000000000023,3309.6,0.20612516644474035
300.6,310.0,40.4,172.0,6.15563664544384,9.399999999999977,6948.8,0.21305841924398625
299.1,310.6,37.1,44.0,6.126807296859398,11.5,1632.4,0.19695624603677872
302.5,310.3,31.6,66.0,5.585835513886749,7.800000000000011,2085.6,0.18382701421800948
298.9,310.0,49.3,18.0,7.114178451956134,11.100000000000023,887.4,0.22496371552975328
298.5,309.3,27.2,49.0,5.015992494427607,10.800000000000011,1332.8,0.17563884156729132
297.5,308.2,40.7,141.0,6.346258015688157,10.699999999999989,5738.700000000001,0.20698455339153793
297.7,309.0,42.4,38.0,6.7978200717396415,11.300000000000011,1611.2,0.20182887001959504
297.4,308.2,46.9,199.0,6.674533504037266,10.800000000000011,9333.1,0.22678440029433405
301.7,310.6,28.7,66.0,4.98905857341083,8.900000000000034,1894.2,0.18710843373493977
301.0,311.9,23.5,198.0,4.6486670093943765,10.899999999999977,4653.0,0.16511381683430384
302.3,310.1,50.9,36.0,7.211808679654193,7.800000000000011,1832.3999999999999,0.22919438285291946
298.3,309.1,31.1,195.0,5.2629635649018125,10.800000000000011,6064.5,0.19127475247524753
299.2,309.1,34.7,6.0,5.461564580486248,9.900000000000034,208.20000000000002,0.20565535595475717
297.5,308.0,39.0,141.0,6.3711499014801,10.5,5499.0,0.19743589743589743
299.6,309.2,39.8,219.0,5.926677372850215,9.599999999999966,8716.199999999999,0.21744022503516175
300.5,311.4,27.6,46.0,5.037732315590449,10.899999999999977,1269.6000000000001,0.178657487091222
297.2,307.9,37.5,156.0,6.408849013323178,10.699999999999989,5850.0,0.1886642156862745
300.1,309.3,56.0,130.0,7.858170424179269,9.199999999999989,7280.0,0.23082089552238808
298.0,308.5,33.0,58.0,5.812574727671835,10.5,1914.0,0.18341260404280618
297.6,309.6,48.2,215.0,7.162391427213226,12.0,10363.0,0.2181818181818182
300.7,310.9,29.4,102.0,5.079955320854695,10.199999999999989,2998.7999999999997,0.1884242424242424
300.8,311.9,39.3,23.0,6.164998591551538,11.099999999999966,903.9,0.2082109479305741
303.0,311.2,50.5,203.0,7.3084964295561745,8.199999999999989,10251.5,0.22518089725036178
301.9,310.7,37.6,70.0,5.949506279466303,8.800000000000011,2632.0,0.20562541363335538
297.9,307.7,43.2,97.0,6.622979968591858,9.800000000000011,4190.400000000001,0.2101775956284153
301.4,310.6,46.9,27.0,7.16566915554847,9.200000000000045,1266.3,0.21288553803975327
298.4,308.3,42.7,186.0,6.3585206990126695,9.900000000000034,7942.200000000001,0.21680731364275668
300.0,309.3,40.7,117.0,6.022338869152025,9.300000000000011,4761.900000000001,0.218895966029724
300.5,309.5,49.9,59.0,6.8976808302217485,9.0,2944.1,0.23446969696969697
300.3,311.3,53.8,125.0,7.757911730627707,11.0,6725.0,0.22607116920842413
300.6,310.0,53.8,103.0,8.101581022979406,9.399999999999977,5541.4,0.21557719054242003
297.9,307.8,37.5,78.0,5.886559234663874,9.900000000000034,2925.0,0.20533689126084056
298.8,309.6,50.0,104.0,7.550294344127469,10.800000000000011,5200.0,0.21470180305131764
295.6,306.0,40.4,174.0,6.637933949622946,10.399999999999977,7029.599999999999,0.1950286806883365
297.7,309.2,28.8,152.0,5.223588936976821,11.5,4377.6,0.1785219399538106
300.3,311.5,25.6,43.0,4.543999614152277,11.199999999999989,1100.8,0.18377581120943953
300.2,311.6,47.5,146.0,7.511024435957596,11.400000000000034,6935.0,0.20635761589403975
298.8,310.0,46.3,107.0,6.846116822800829,11.199999999999989,4954.099999999999,0.21954674220963172
298.6,309.4,55.5,28.0,7.6427095280205695,10.799999999999955,1554.0,0.2352851711026616
297.7,307.3,49.2,36.0,7.032769314326111,9.600000000000023,1771.2,0.22512820512820514
297.4,308.2,33.8,39.0,5.801285938069935,10.800000000000011,1318.1999999999998,0.18804148871262966
302.5,311.5,41.1,215.0,6.374197246354083,9.0,8836.5,0.21033085752869682
300.0,309.6,46.0,51.0,6.994441883952316,9.600000000000023,2346.0,0.2132231404958678
296.6,307.5,27.0,50.0,4.902769495192231,10.899999999999977,1350.0,0.1773356401384083
302.6,312.3,54.8,253.0,8.343986312130394,9.699999999999989,13864.4,0.21478679504814305
298.2,308.8,60.4,34.0,8.23524531841414,10.600000000000023,2053.6,0.23717357910906298
295.8,306.5,35.1,111.0,5.7634402185696905,10.699999999999989,3896.1000000000004,0.1954719387755102
297.4,308.4,50.6,220.0,7.2540840447959996,11.0,11132.0,0.22527392257121986
301.2,310.6,52.0,69.0,7.362217663932561,9.400000000000034,3588.0,0.2297337278106509
300.8,311.8,21.8,209.0,4.401413195581348,11.0,4556.2,0.16172199170124482
300.8,310.7,22.4,36.0,4.513170118245049,9.899999999999977,806.4,0.16148648648648647
301.7,310.2,30.8,42.0,5.225096901450543,8.5,1293.6000000000001,0.19148148148148147
302.0,311.0,45.9,144.0,6.825424199189184,9.0,6609.599999999999,0.21901408450704227
300.4,311.7,40.0,51.0,6.337639579841809,11.300000000000011,2040.0,0.20601454064771976
300.6,311.7,33.3,92.0,5.3528026428189674,11.099999999999966,3063.6,0.20306188925081434
297.2,308.3,57.2,100.0,7.942700210511858,11.100000000000023,5720.0,0.23250377073906486
299.0,308.5,38.1,194.0,6.220133542622039,9.5,7391.400000000001,0.19788325849903785
302.4,311.8,31.5,49.0,5.136032749721273,9.400000000000034,1543.5,0.20025690430314708
297.1,308.0,25.6,159.0,4.530595485496961,10.899999999999977,4070.4,0.18224852071005918
299.3,308.5,32.7,74.0,5.441269891944057,9.199999999999989,2419.8,0.19414726242920075
298.8,308.9,32.4,189.0,5.180988940594142,10.099999999999966,6123.599999999999,0.20229207596594628
297.5,308.5,44.7,40.0,6.946564011911607,11.0,1788.0,0.20788409703504043
298.3,308.1,21.5,88.0,4.1427135125337395,9.800000000000011,1892.0,0.16744565217391305
301.1,310.0,48.1,14.0,7.218049977059324,8.899999999999977,673.4,0.21632937892533147
